Tanggal,ID_Item,ID_Customer,Harga,Jumlah_Sales_Order,Subtotal_Sales_Order,Jumlah_Retur,Subtotal_Retur,Jumlah_Invoice,Subtotal_Invoice
2021-04-16,G002,Cust35,110000,10,1100000,0,0,10,1100000
2021-04-18,K001,Cust10,250000,19,4750000,9,2250000,10,2500000
2021-04-19,G001,Cust09,85000,6,510000,0,0,6,510000
2021-04-21,G001,Cust39,85000,38,3230000,21,1785000,17,1445000
2021-04-21,G001,Cust11,85000,25,2125000,0,0,25,2125000
2021-04-22,C001,Cust16,150000,24,3600000,0,0,24,3600000
2021-04-22,G001,Cust02,85000,14,1190000,0,0,14,1190000
2021-04-23,C002,Cust30,120000,53,6360000,25,3000000,28,3360000
2021-04-23,G002,Cust29,110000,26,2860000,0,0,26,2860000
2021-04-24,C002,Cust36,120000,28,3360000,0,0,28,3360000
2021-04-25,C002,Cust21,120000,32,3840000,0,0,32,3840000
2021-04-25,C002,Cust20,120000,35,4200000,0,0,35,4200000
2021-04-26,K001,Cust09,250000,6,1500000,0,0,6,1500000
2021-04-28,G001,Cust31,85000,52,4420000,27,2295000,25,2125000
2021-05-04,K001,Cust10,250000,14,3500000,0,0,14,3500000
2021-05-05,G001,Cust39,85000,18,1530000,1,85000,17,1445000
2021-05-06,C001,Cust06,150000,16,2400000,0,0,16,2400000
2021-05-06,G002,Cust06,110000,9,990000,0,0,9,990000
2021-05-07,K002,Cust15,180000,65,11700000,31,5580000,34,6120000
2021-05-07,K002,Cust13,180000,53,9540000,0,0,53,9540000
2021-05-11,K002,Cust39,180000,52,9360000,27,4860000,25,4500000
2021-05-13,C002,Cust27,120000,12,1440000,0,0,12,1440000
2021-05-13,G002,Cust03,110000,5,550000,0,0,5,550000
2021-05-15,K001,Cust35,250000,26,6500000,0,0,26,6500000
2021-05-22,C002,Cust27,120000,26,3120000,0,0,26,3120000
2021-05-27,C002,Cust10,120000,15,1800000,0,0,15,1800000
2021-06-01,C002,Cust01,120000,17,2040000,10,1200000,7,840000
2021-06-01,C001,Cust09,150000,11,1650000,0,0,11,1650000
2021-06-01,K002,Cust16,180000,23,4140000,0,0,23,4140000
2021-06-02,G002,Cust03,110000,9,990000,0,0,9,990000
2021-06-02,G001,Cust14,85000,33,2805000,0,0,33,2805000
2021-06-03,G002,Cust09,110000,16,1760000,0,0,16,1760000
2021-06-03,G002,Cust37,110000,20,2200000,0,0,20,2200000
2021-06-03,C001,Cust39,150000,11,1650000,0,0,11,1650000
2021-06-04,K001,Cust36,250000,19,4750000,0,0,19,4750000
2021-06-04,G001,Cust27,85000,10,850000,0,0,10,850000
2021-06-04,K001,Cust40,250000,49,12250000,27,6750000,22,5500000
2021-06-04,C002,Cust19,120000,19,2280000,0,0,19,2280000
2021-06-05,G002,Cust10,110000,13,1430000,0,0,13,1430000
2021-06-06,K002,Cust01,180000,8,1440000,0,0,8,1440000
2021-06-06,G002,Cust27,110000,16,1760000,0,0,16,1760000
2021-06-06,C002,Cust13,120000,23,2760000,0,0,23,2760000
2021-06-07,C001,Cust22,150000,31,4650000,0,0,31,4650000
2021-06-07,G002,Cust36,110000,28,3080000,0,0,28,3080000
2021-06-07,G002,Cust39,110000,15,1650000,0,0,15,1650000
2021-06-08,C002,Cust34,120000,23,2760000,0,0,23,2760000
2021-06-08,G002,Cust37,110000,18,1980000,0,0,18,1980000
2021-06-09,K002,Cust21,180000,44,7920000,0,0,44,7920000
2021-06-09,G002,Cust22,110000,26,2860000,0,0,26,2860000
2021-06-10,C002,Cust19,120000,33,3960000,0,0,33,3960000
2021-06-10,C001,Cust28,150000,13,1950000,0,0,13,1950000
2021-06-11,C001,Cust12,150000,33,4950000,0,0,33,4950000
2021-06-11,C001,Cust31,150000,23,3450000,0,0,23,3450000
2021-06-11,G001,Cust13,85000,39,3315000,0,0,39,3315000
2021-06-12,G001,Cust20,85000,54,4590000,0,0,54,4590000
2021-06-13,G001,Cust30,85000,18,1530000,0,0,18,1530000
2021-06-13,G002,Cust18,110000,53,5830000,0,0,53,5830000
2021-06-15,G002,Cust39,110000,13,1430000,1,110000,12,1320000
2021-06-17,G002,Cust07,110000,10,1100000,0,0,10,1100000
2021-06-17,K001,Cust05,250000,6,1500000,0,0,6,1500000
2021-06-18,K002,Cust37,180000,27,4860000,0,0,27,4860000
2021-06-20,C001,Cust09,150000,9,1350000,0,0,9,1350000
2021-06-23,G002,Cust11,110000,25,2750000,0,0,25,2750000
2021-06-23,C001,Cust01,150000,12,1800000,0,0,12,1800000
2021-06-23,K001,Cust03,250000,14,3500000,0,0,14,3500000
2021-06-24,G001,Cust39,85000,23,1955000,0,0,23,1955000
2021-06-25,C002,Cust04,120000,7,840000,0,0,7,840000
2021-06-26,C001,Cust01,150000,5,750000,0,0,5,750000
2021-06-26,C002,Cust19,120000,39,4680000,0,0,39,4680000
2021-06-27,C002,Cust22,120000,46,5520000,0,0,46,5520000
2021-06-27,C002,Cust05,120000,9,1080000,0,0,9,1080000
2021-06-27,C002,Cust18,120000,34,4080000,12,1440000,22,2640000
2021-06-27,C001,Cust04,150000,6,900000,0,0,6,900000
2021-06-27,G001,Cust39,85000,22,1870000,0,0,22,1870000
2021-06-28,K002,Cust11,180000,29,5220000,0,0,29,5220000
2021-06-28,K001,Cust40,250000,12,3000000,0,0,12,3000000
2021-07-03,K002,Cust32,180000,17,3060000,0,0,17,3060000
2021-07-03,K002,Cust24,180000,24,4320000,0,0,24,4320000
2021-07-04,C001,Cust36,150000,25,3750000,0,0,25,3750000
2021-07-07,G001,Cust09,85000,6,510000,0,0,6,510000
2021-07-07,K001,Cust36,250000,16,4000000,0,0,16,4000000
2021-07-17,K001,Cust31,250000,29,7250000,0,0,29,7250000
2021-07-17,C001,Cust16,150000,34,5100000,0,0,34,5100000
2021-07-17,K001,Cust19,250000,52,13000000,0,0,52,13000000
2021-07-18,C001,Cust27,150000,23,3450000,1,150000,22,3300000
2021-07-22,K001,Cust15,250000,45,11250000,0,0,45,11250000
2021-07-24,K002,Cust22,180000,52,9360000,0,0,52,9360000
2021-07-26,K001,Cust20,250000,21,5250000,0,0,21,5250000
2021-08-04,C002,Cust09,120000,6,720000,0,0,6,720000
2021-08-04,G001,Cust03,85000,11,935000,0,0,11,935000
2021-08-05,K001,Cust08,250000,8,2000000,0,0,8,2000000
2021-08-06,G001,Cust36,85000,13,1105000,0,0,13,1105000
2021-08-07,G001,Cust06,85000,19,1615000,10,850000,9,765000
2021-08-08,K001,Cust02,250000,11,2750000,0,0,11,2750000
2021-08-10,C001,Cust32,150000,10,1500000,0,0,10,1500000
2021-08-12,C001,Cust32,150000,26,3900000,0,0,26,3900000
2021-08-13,C001,Cust12,150000,51,7650000,0,0,51,7650000
2021-08-13,C001,Cust21,150000,28,4200000,0,0,28,4200000
2021-08-15,C001,Cust29,150000,24,3600000,0,0,24,3600000
2021-08-16,C002,Cust09,120000,14,1680000,0,0,14,1680000
2021-08-17,K001,Cust33,250000,20,5000000,0,0,20,5000000
2021-08-19,G002,Cust12,110000,48,5280000,0,0,48,5280000
2021-08-20,K001,Cust32,250000,28,7000000,0,0,28,7000000
2021-08-20,G002,Cust28,110000,13,1430000,0,0,13,1430000
2021-08-22,K001,Cust33,250000,35,8750000,19,4750000,16,4000000
2021-08-22,G002,Cust14,110000,41,4510000,0,0,41,4510000
2021-08-22,K001,Cust07,250000,14,3500000,0,0,14,3500000
2021-08-23,G001,Cust32,85000,35,2975000,8,680000,27,2295000
2021-08-24,K001,Cust01,250000,11,2750000,0,0,11,2750000
2021-08-24,G001,Cust27,85000,15,1275000,3,255000,12,1020000
2021-08-25,C001,Cust31,150000,18,2700000,0,0,18,2700000
2021-08-26,G002,Cust21,110000,40,4400000,0,0,40,4400000
2021-08-27,G002,Cust30,110000,17,1870000,0,0,17,1870000
2021-08-28,C002,Cust01,120000,7,840000,0,0,7,840000
2021-09-01,G001,Cust15,85000,55,4675000,0,0,55,4675000
2021-09-02,K002,Cust34,180000,27,4860000,0,0,27,4860000
2021-09-02,G002,Cust16,110000,54,5940000,0,0,54,5940000
2021-09-04,C001,Cust07,150000,14,2100000,0,0,14,2100000
2021-09-06,G002,Cust08,110000,8,880000,0,0,8,880000
2021-09-06,G002,Cust36,110000,17,1870000,0,0,17,1870000
2021-09-07,G001,Cust39,85000,14,1190000,0,0,14,1190000
2021-09-07,C001,Cust07,150000,7,1050000,0,0,7,1050000
2021-09-08,C002,Cust06,120000,15,1800000,0,0,15,1800000
2021-09-08,K001,Cust09,250000,13,3250000,0,0,13,3250000
2021-09-08,K002,Cust05,180000,6,1080000,0,0,6,1080000
2021-09-09,G001,Cust37,85000,12,1020000,0,0,12,1020000
2021-09-10,K001,Cust34,250000,23,5750000,7,1750000,16,4000000
2021-09-12,C002,Cust07,120000,11,1320000,0,0,11,1320000
2021-09-12,K002,Cust16,180000,36,6480000,0,0,36,6480000
2021-09-13,K002,Cust36,180000,26,4680000,0,0,26,4680000
2021-09-13,K002,Cust16,180000,42,7560000,0,0,42,7560000
2021-09-13,G001,Cust20,85000,31,2635000,0,0,31,2635000
2021-09-14,K002,Cust26,180000,22,3960000,0,0,22,3960000
2021-09-14,G002,Cust40,110000,21,2310000,0,0,21,2310000
2021-09-14,G002,Cust30,110000,16,1760000,0,0,16,1760000
2021-09-15,C001,Cust03,150000,5,750000,0,0,5,750000
2021-09-15,G001,Cust14,85000,52,4420000,0,0,52,4420000
2021-09-15,G002,Cust16,110000,59,6490000,20,2200000,39,4290000
2021-09-15,C001,Cust04,150000,8,1200000,0,0,8,1200000
2021-09-15,C001,Cust13,150000,19,2850000,0,0,19,2850000
2021-09-16,K001,Cust05,250000,7,1750000,0,0,7,1750000
2021-09-16,K002,Cust22,180000,46,8280000,0,0,46,8280000
2021-09-17,G002,Cust09,110000,9,990000,0,0,9,990000
2021-09-18,K002,Cust38,180000,17,3060000,0,0,17,3060000
2021-09-19,G001,Cust08,85000,6,510000,0,0,6,510000
2021-09-19,C001,Cust10,150000,7,1050000,0,0,7,1050000
2021-09-19,C001,Cust13,150000,30,4500000,0,0,30,4500000
2021-09-19,K001,Cust08,250000,26,6500000,19,4750000,7,1750000
2021-09-20,K001,Cust02,250000,15,3750000,0,0,15,3750000
2021-09-20,G001,Cust08,85000,13,1105000,0,0,13,1105000
2021-09-21,C002,Cust24,120000,24,2880000,0,0,24,2880000
2021-09-22,C001,Cust22,150000,52,7800000,0,0,52,7800000
2021-09-22,G001,Cust14,85000,53,4505000,0,0,53,4505000
2021-09-23,C002,Cust10,120000,7,840000,0,0,7,840000
2021-09-25,G002,Cust32,110000,15,1650000,0,0,15,1650000
2021-09-27,C001,Cust25,150000,48,7200000,0,0,48,7200000
2021-10-01,G002,Cust04,110000,15,1650000,0,0,15,1650000
2021-10-04,K002,Cust25,180000,45,8100000,0,0,45,8100000
2021-10-04,G001,Cust29,85000,16,1360000,0,0,16,1360000
2021-10-05,C001,Cust29,150000,21,3150000,0,0,21,3150000
2021-10-11,K001,Cust09,250000,12,3000000,0,0,12,3000000
2021-10-11,C002,Cust24,120000,20,2400000,0,0,20,2400000
2021-10-14,G002,Cust08,110000,5,550000,0,0,5,550000
2021-10-18,G002,Cust32,110000,28,3080000,0,0,28,3080000
2021-10-19,G002,Cust35,110000,27,2970000,10,1100000,17,1870000
2021-10-20,K001,Cust23,250000,35,8750000,0,0,35,8750000
2021-10-24,C002,Cust27,120000,12,1440000,0,0,12,1440000
2021-10-24,G002,Cust17,110000,35,3850000,0,0,35,3850000
2021-10-28,K001,Cust35,250000,28,7000000,0,0,28,7000000
2021-11-01,C001,Cust33,150000,10,1500000,0,0,10,1500000
2021-11-01,K002,Cust19,180000,32,5760000,0,0,32,5760000
2021-11-03,G001,Cust17,85000,58,4930000,24,2040000,34,2890000
2021-11-03,G001,Cust09,85000,14,1190000,0,0,14,1190000
2021-11-06,C002,Cust21,120000,26,3120000,0,0,26,3120000
2021-11-06,G001,Cust22,85000,41,3485000,0,0,41,3485000
2021-11-06,K002,Cust15,180000,34,6120000,0,0,34,6120000
2021-11-08,K001,Cust02,250000,7,1750000,0,0,7,1750000
2021-11-09,G001,Cust05,85000,14,1190000,0,0,14,1190000
2021-11-10,G001,Cust30,85000,22,1870000,0,0,22,1870000
2021-11-10,K001,Cust38,250000,24,6000000,0,0,24,6000000
2021-11-10,G001,Cust12,85000,22,1870000,0,0,22,1870000
2021-11-11,K002,Cust37,180000,15,2700000,0,0,15,2700000
2021-11-12,C002,Cust40,120000,11,1320000,0,0,11,1320000
2021-11-12,C002,Cust08,120000,10,1200000,0,0,10,1200000
2021-11-15,K001,Cust12,250000,51,12750000,0,0,51,12750000
2021-11-16,C001,Cust32,150000,58,8700000,32,4800000,26,3900000
2021-11-17,G001,Cust03,85000,10,850000,0,0,10,850000
2021-11-18,K001,Cust36,250000,14,3500000,0,0,14,3500000
2021-11-18,G002,Cust13,110000,55,6050000,0,0,55,6050000
2021-11-20,G001,Cust36,85000,29,2465000,0,0,29,2465000
2021-11-22,G002,Cust19,110000,53,5830000,0,0,53,5830000
2021-11-23,K001,Cust09,250000,15,3750000,0,0,15,3750000
2021-11-23,C001,Cust23,150000,46,6900000,0,0,46,6900000
2021-11-24,G002,Cust26,110000,21,2310000,0,0,21,2310000
2021-11-24,C001,Cust03,150000,9,1350000,0,0,9,1350000
2021-11-24,K001,Cust22,250000,54,13500000,0,0,54,13500000
2021-11-25,C001,Cust06,150000,10,1500000,0,0,10,1500000
2021-11-27,K002,Cust34,180000,15,2700000,0,0,15,2700000
2021-11-27,C001,Cust37,150000,18,2700000,0,0,18,2700000
2021-11-28,K001,Cust21,250000,35,8750000,0,0,35,8750000
2021-12-04,K001,Cust23,250000,57,14250000,6,1500000,51,12750000
2021-12-06,K002,Cust15,180000,42,7560000,0,0,42,7560000
2021-12-15,C001,Cust32,150000,12,1800000,0,0,12,1800000
2021-12-19,K001,Cust01,250000,13,3250000,0,0,13,3250000
2021-12-21,K001,Cust24,250000,50,12500000,0,0,50,12500000
2021-12-22,K001,Cust13,250000,22,5500000,0,0,22,5500000
2021-12-23,K002,Cust25,180000,40,7200000,0,0,40,7200000
2021-12-25,C002,Cust38,120000,10,1200000,0,0,10,1200000
2022-01-01,G002,Cust02,110000,13,1430000,0,0,13,1430000
2022-01-01,G001,Cust03,85000,18,1530000,0,0,18,1530000
2022-01-02,G002,Cust01,110000,24,2640000,0,0,24,2640000
2022-01-02,G001,Cust37,85000,22,1870000,0,0,22,1870000
2022-01-03,K001,Cust22,250000,49,12250000,0,0,49,12250000
2022-01-06,C001,Cust33,150000,50,7500000,0,0,50,7500000
2022-01-06,C002,Cust01,120000,15,1800000,0,0,15,1800000
2022-01-06,K001,Cust02,250000,30,7500000,0,0,30,7500000
2022-01-08,G002,Cust33,110000,45,4950000,0,0,45,4950000
2022-01-10,C001,Cust32,150000,21,3150000,0,0,21,3150000
2022-01-11,C002,Cust16,120000,49,5880000,0,0,49,5880000
2022-01-12,K002,Cust05,180000,17,3060000,0,0,17,3060000
2022-01-13,K001,Cust06,250000,23,5750000,0,0,23,5750000
2022-01-14,K002,Cust29,180000,26,4680000,0,0,26,4680000
2022-01-14,K002,Cust38,180000,51,9180000,0,0,51,9180000
2022-01-16,G002,Cust10,110000,11,1210000,0,0,11,1210000
2022-01-16,G002,Cust22,110000,92,10120000,0,0,92,10120000
2022-01-16,K001,Cust22,250000,64,16000000,0,0,64,16000000
2022-01-17,G001,Cust19,85000,61,5185000,8,680000,53,4505000
2022-01-18,K002,Cust38,180000,31,5580000,0,0,31,5580000
2022-01-20,C001,Cust11,150000,64,9600000,0,0,64,9600000
2022-01-20,G002,Cust08,110000,21,2310000,0,0,21,2310000
2022-01-20,K001,Cust25,250000,83,20750000,0,0,83,20750000
2022-01-21,C001,Cust19,150000,52,7800000,0,0,52,7800000
2022-01-22,G002,Cust29,110000,31,3410000,0,0,31,3410000
2022-01-25,G001,Cust20,85000,51,4335000,0,0,51,4335000
2022-02-03,K002,Cust22,180000,63,11340000,0,0,63,11340000
2022-02-03,K002,Cust13,180000,79,14220000,0,0,79,14220000
2022-02-04,G002,Cust34,110000,35,3850000,0,0,35,3850000
2022-02-06,G002,Cust10,110000,19,2090000,0,0,19,2090000
2022-02-06,G001,Cust05,85000,13,1105000,0,0,13,1105000
2022-02-07,K002,Cust08,180000,25,4500000,0,0,25,4500000
2022-02-07,G002,Cust21,110000,93,10230000,0,0,93,10230000
2022-02-09,G001,Cust13,85000,50,4250000,0,0,50,4250000
2022-02-09,K001,Cust04,250000,14,3500000,0,0,14,3500000
2022-02-10,K001,Cust36,250000,21,5250000,0,0,21,5250000
2022-02-12,G001,Cust31,85000,38,3230000,0,0,38,3230000
2022-02-13,C002,Cust17,120000,91,10920000,0,0,91,10920000
2022-02-14,K002,Cust11,180000,65,11700000,0,0,65,11700000
2022-02-15,C002,Cust01,120000,12,1440000,0,0,12,1440000
2022-02-16,G001,Cust01,85000,12,1020000,0,0,12,1020000
2022-02-17,C002,Cust02,120000,11,1320000,0,0,11,1320000
2022-02-18,G001,Cust33,85000,33,2805000,0,0,33,2805000
2022-02-19,K001,Cust17,250000,82,20500000,0,0,82,20500000
2022-02-19,G002,Cust01,110000,14,1540000,0,0,14,1540000
2022-02-20,G002,Cust04,110000,26,2860000,0,0,26,2860000
2022-02-20,K002,Cust21,180000,90,16200000,0,0,90,16200000
2022-02-21,G001,Cust11,85000,74,6290000,0,0,74,6290000
2022-02-21,K001,Cust29,250000,29,7250000,0,0,29,7250000
2022-02-21,K001,Cust34,250000,27,6750000,0,0,27,6750000
2022-02-22,C002,Cust07,120000,11,1320000,0,0,11,1320000
2022-02-22,K001,Cust09,250000,13,3250000,0,0,13,3250000
2022-02-25,C001,Cust02,150000,24,3600000,0,0,24,3600000
2022-02-27,G001,Cust26,85000,30,2550000,0,0,30,2550000
2022-02-27,K001,Cust20,250000,70,17500000,17,4250000,53,13250000
2022-02-28,G002,Cust21,110000,46,5060000,0,0,46,5060000
2022-03-01,G001,Cust05,85000,28,2380000,0,0,28,2380000
2022-03-01,G002,Cust02,110000,14,1540000,0,0,14,1540000
2022-03-01,K002,Cust12,180000,45,8100000,0,0,45,8100000
2022-03-02,K001,Cust38,250000,29,7250000,0,0,29,7250000
2022-03-03,C002,Cust29,120000,19,2280000,0,0,19,2280000
2022-03-04,G001,Cust26,85000,31,2635000,0,0,31,2635000
2022-03-04,C001,Cust20,150000,70,10500000,0,0,70,10500000
2022-03-05,G002,Cust16,110000,40,4400000,0,0,40,4400000
2022-03-06,K001,Cust09,250000,14,3500000,0,0,14,3500000
2022-03-06,G001,Cust24,85000,132,11220000,40,3400000,92,7820000
2022-03-06,C002,Cust05,120000,19,2280000,0,0,19,2280000
2022-03-06,G002,Cust38,110000,56,6160000,13,1430000,43,4730000
2022-03-07,G001,Cust31,85000,43,3655000,0,0,43,3655000
2022-03-07,G002,Cust11,110000,73,8030000,0,0,73,8030000
2022-03-08,K001,Cust10,250000,23,5750000,0,0,23,5750000
2022-03-08,G001,Cust22,85000,89,7565000,0,0,89,7565000
2022-03-08,C001,Cust06,150000,14,2100000,0,0,14,2100000
2022-03-09,G002,Cust28,110000,36,3960000,0,0,36,3960000
2022-03-09,K002,Cust22,180000,71,12780000,0,0,71,12780000
2022-03-11,G001,Cust09,85000,29,2465000,0,0,29,2465000
2022-03-11,G001,Cust31,85000,51,4335000,0,0,51,4335000
2022-03-12,G002,Cust28,110000,47,5170000,0,0,47,5170000
2022-03-12,C001,Cust16,150000,79,11850000,13,1950000,66,9900000
2022-03-12,K002,Cust25,180000,64,11520000,0,0,64,11520000
2022-03-13,K002,Cust07,180000,25,4500000,0,0,25,4500000
2022-03-13,C001,Cust09,150000,21,3150000,0,0,21,3150000
2022-03-14,K002,Cust25,180000,101,18180000,0,0,101,18180000
2022-03-14,K001,Cust40,250000,33,8250000,0,0,33,8250000
2022-03-14,G002,Cust10,110000,25,2750000,0,0,25,2750000
2022-03-14,C001,Cust23,150000,69,10350000,0,0,69,10350000
2022-03-15,C002,Cust26,120000,42,5040000,14,1680000,28,3360000
2022-03-15,K002,Cust31,180000,38,6840000,0,0,38,6840000
2022-03-16,G001,Cust16,85000,36,3060000,0,0,36,3060000
2022-03-16,C001,Cust05,150000,22,3300000,0,0,22,3300000
2022-03-17,G002,Cust30,110000,39,4290000,0,0,39,4290000
2022-03-17,K001,Cust07,250000,18,4500000,0,0,18,4500000
2022-03-18,K002,Cust06,180000,14,2520000,0,0,14,2520000
2022-03-21,C001,Cust08,150000,19,2850000,0,0,19,2850000
2022-03-21,G001,Cust10,85000,23,1955000,0,0,23,1955000
2022-03-22,K001,Cust21,250000,46,11500000,0,0,46,11500000
2022-03-24,G001,Cust01,85000,28,2380000,0,0,28,2380000
2022-03-25,C001,Cust15,150000,37,5550000,0,0,37,5550000
2022-03-25,K002,Cust30,180000,49,8820000,5,900000,44,7920000
2022-03-26,C001,Cust39,150000,45,6750000,16,2400000,29,4350000
2022-03-26,C001,Cust07,150000,13,1950000,0,0,13,1950000
2022-03-27,G002,Cust25,110000,83,9130000,0,0,83,9130000
2022-03-27,G001,Cust01,85000,25,2125000,0,0,25,2125000
2022-03-28,G001,Cust04,85000,41,3485000,13,1105000,28,2380000
2022-03-28,G002,Cust21,110000,54,5940000,0,0,54,5940000
2022-04-01,C002,Cust21,120000,62,7440000,0,0,62,7440000
2022-04-03,C001,Cust38,150000,24,3600000,0,0,24,3600000
2022-04-03,K001,Cust05,250000,13,3250000,0,0,13,3250000
2022-04-05,C001,Cust38,150000,22,3300000,0,0,22,3300000
2022-04-06,C001,Cust06,150000,20,3000000,0,0,20,3000000
2022-04-07,C001,Cust32,150000,44,6600000,0,0,44,6600000
2022-04-07,C002,Cust34,120000,28,3360000,0,0,28,3360000
2022-04-08,G002,Cust12,110000,91,10010000,0,0,91,10010000
2022-04-08,G002,Cust36,110000,43,4730000,0,0,43,4730000
2022-04-09,C002,Cust21,120000,55,6600000,0,0,55,6600000
